"rt","lum1","lum2","correct_response","correct","right","diff","response","time_elapsed"
"815","0.7040822800122436","0.1140100869889481","arrowleft","true","false","-0.5900721930232955","arrowleft","794724"
"603","0.028646208980157573","0.8987423015113617","arrowright","true","true","0.8700960925312041","arrowright","803343"
"908","0.9854845309887286","0.9744242180942552","arrowleft","true","false","-0.0110603128944734","arrowleft","812266"
"725","0.3418122217976398","0.19206806832989143","arrowleft","true","false","-0.1497441534677484","arrowleft","821005"
"575","0.010263954001558773","0.840611403264295","arrowright","true","true","0.8303474492627362","arrowright","829600"
"629","0.152272063350123","0.2632848595907382","arrowright","false","false","0.11101279624061522","arrowleft","838244"
"595","0.5510170727224428","0.8080536496913895","arrowright","true","true","0.25703657696894666","arrowright","846855"
"664","0.9745095977733499","0.47500039066167954","arrowleft","true","false","-0.49950920711167035","arrowleft","855533"
"454","0.5132905210204454","0.09417187415774164","arrowleft","true","false","-0.4191186468627037","arrowleft","864005"
"439","0.6189084592585853","0.4668043242329658","arrowleft","true","false","-0.15210413502561948","arrowleft","872460"
"352","0.4347074802560539","0.5476012906427749","arrowright","true","true","0.11289381038672097","arrowright","880829"
"510","0.5116471918681789","0.43237844166729245","arrowleft","true","false","-0.07926875020088642","arrowleft","889353"
"465","0.6879252131756601","0.4534966722649343","arrowleft","true","false","-0.23442854091072585","arrowleft","897831"
"473","0.6241808838203109","0.6102675497371834","arrowleft","false","true","-0.013913334083127449","arrowright","906317"
"912","0.25474751467548595","0.18576940120984975","arrowleft","true","false","-0.0689781134656362","arrowleft","915248"
"538","0.09675189946375995","0.5999050309865042","arrowright","true","true","0.5031531315227442","arrowright","923806"
"472","0.03823513627812636","0.23017505984891384","arrowright","true","true","0.19193992357078749","arrowright","932291"
"879","0.7528494175544775","0.44528619031365757","arrowleft","true","false","-0.30756322724081997","arrowleft","941189"
